year,category,subcategory,indicator_id,indicator_name,source,value,source_url,unit,reference_period,frequency,period_type,status,geo_level,geo_name,definition,source_revision_date,notes
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,105.96,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,104.2,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,103.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,109.22,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,107.05,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,104.36,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,103.97,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,104.8,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,107.31,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,105.97,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,103.9,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,102.85,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,106.49,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,104.95,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,104.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,103.85,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,103.2,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,110,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,109.59,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,107.39,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,105.52,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,113.47,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,110.73,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,106.72,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,106.22,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,108.39,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,111.17,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,110.09,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,106.39,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,105.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,110.72,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,108.06,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,107.51,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,105.42,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,104.31,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,110.94,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2020,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,110.37,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2020,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,108.54,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2020,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,106.45,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2020,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,113.26,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2020,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,110.99,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2020,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,107.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2020,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,107.01,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2020,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,110.11,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2020,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
